Selected_IDs,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity,Property_Diversity,Composite_Score
1;12;122;140;207;236;257;266,5.944860472125001,3.351132796911738,0.0,21.03035215611605,3.9993859951008117,0.2583064694747469
82;85;127;128;140;228;293;318,6.28385088125,3.4154704321053733,0.018571428571428572,20.255266773370924,3.934144769078071,0.25829256551281277
91;128;140;155;194;236;240;300,6.581805240125,3.1173872766406183,0.0,12.889141620266484,3.3300084179262552,0.25823708319122296
1;66;92;101;140;254;257;266,6.932410953375,3.8365749685104307,0.0,14.540823035799031,3.159770813022782,0.2582293555925842
12;62;76;82;101;127;128;197,6.453180741875,3.074741087398878,0.03726708075,18.266414208039272,3.7642688166576157,0.258177363232754
28;76;80;82;128;228;284;316,5.0266887885,2.111796022439034,0.0,21.336138998613535,3.882821139590313,0.2581764329115593
1;68;82;85;121;127;245;276,6.552923131,3.684855715572972,0.013392857142857142,18.845930584344284,3.9942366490294945,0.25813674919575913
12;62;91;101;120;140;192;300,6.0490075595,3.1382578073361183,0.018571428571428572,20.596044401200455,3.7608143858324588,0.2581037268318237
28;82;121;140;211;236;293;316,5.191063896875001,2.124134225472072,0.018571428571428572,21.935889814683065,4.088775631965178,0.25806899167241093
12;28;76;127;128;211;228;284,6.374712090499999,2.804560934852881,0.03748890860714286,17.101828768806325,4.1021411114847615,0.25798147801563703
30;82;86;91;127;140;245;300,6.00690901875,2.8072905873444154,0.0,16.41376943631838,3.789367867195326,0.25794215417086175
28;62;82;91;128;211;293;316,5.92701051575,2.591186015697304,0.03726708075,20.05351462655195,4.269490172721613,0.25793799677789686
82;91;121;140;211;266;293;316,5.2583553885,2.2496617441513953,0.018571428571428572,22.137495680732453,4.467937869697274,0.2579114059121534
68;82;106;123;128;140;228;257,5.456046477875001,2.503390281345813,0.021008403357142855,22.257884422891134,3.53268700115119,0.25789970116262423
28;67;68;85;101;128;228;276,6.750333104625,3.6999041669973574,0.01708074535714286,17.355155852938104,3.300937632404613,0.2578980159778077
1;76;101;122;127;140;266;271,6.789703675,3.9523935669780723,0.0,16.76500195554945,3.661757145061258,0.2578801224243021
28;82;127;128;211;236;257;316,6.6924526535,2.9099284214517884,0.01708074535714286,12.225137487040291,3.94042843610448,0.2578637372283966
12;85;91;123;128;211;257;284,6.957121924,3.504674602524881,0.03559926389285715,16.024636440730003,3.681859487930599,0.2578224477827263
12;28;80;82;140;211;233;271,5.538398208125001,2.382579884632031,0.02040816325,20.467163855049932,4.0306239003241595,0.2578121594158891
28;62;82;91;128;228;293;316,5.439639130375,2.4751146169718146,0.020186335392857142,22.10539457787045,4.143263184126788,0.2577930464697614
66;68;82;123;127;140;228;318,6.109984482624999,3.435101728525317,0.014778325107142857,21.60266904639295,3.649171458347518,0.25763532762728
118;127;128;140;155;211;300;316,6.732710254375,2.972919317603331,0.01708074535714286,12.231458831165133,4.485582330736244,0.257602290467735
76;122;128;140;192;211;236;316,6.03961548725,2.8819403608956464,0.01708074535714286,18.580408140010984,4.109258487955908,0.25759062026899826
62;82;86;128;140;228;266;316,5.0273269105,1.8903325598101997,0.018571428571428572,21.82428592284672,4.549261514954692,0.25758595163634335
67;82;101;127;228;266;284;300,6.145050582875,3.1342288920817145,0.0,17.319339400430522,4.040812253547616,0.25756376873306674
91;92;125;140;211;236;271;295,6.331450538875,3.6774841333643584,0.0,19.356911685907374,4.099642540267909,0.2575378864264755
1;34;80;82;101;140;228;316,5.3725678473750005,2.563509578260051,0.0,20.995438128442526,4.086585506018685,0.2575013760084033
12;28;91;101;140;192;211;233,6.460483303749999,2.894501778395836,0.03748890860714286,16.8000311685391,3.882591679082026,0.2574536194439919
66;86;128;140;211;228;276;316,6.0714616567499995,2.624542737697276,0.01708074535714286,16.370462199268076,4.384108538659082,0.2574189677094244
51;68;85;106;127;211;236;257,7.3214681993749995,4.625977501770583,0.0,16.177556825757026,3.949347185614477,0.25738758480514795
12;62;140;183;187;202;211;236,5.890542628,2.8385542015296723,0.018571428571428572,19.915128149677166,4.437182248384752,0.2573730636403737
12;34;62;123;194;211;228;284,5.5318401516249995,2.5348873274937866,0.017857142857142856,21.260269984893007,4.0900459924401575,0.2573550181184397
28;30;82;86;140;211;236;293,5.447149091375,2.191525661047945,0.018571428571428572,19.71107821578486,3.9257245866754347,0.25730484594836606
12;91;123;127;197;211;276;300,6.748951163499999,3.561945172414745,0.02419354839285714,17.110004076488266,4.095520971384881,0.2572694570167123
12;62;80;85;101;235;236;316,5.886907781874999,3.0462066389672495,0.0,19.24371674406666,4.219288076153334,0.25725365331330363
5;62;82;101;121;140;236;318,5.7406345825,2.9327530193051317,0.018571428571428572,22.073502354134625,3.6758289921014247,0.25713396698984725
